Employee_ID,Employee_Name,Gender,Date_of_Birth,Location,Department,Cost_Center,Job_Title,Grade,Employment_Type,Work_Mode,Hire_Date,Exit_Date,Employment_Status,Manager_ID,FTE,Education,Prior_Experience_Years,Recruitment_Source,Critical_Role
E03701,Employee 3701,Male,1992-01-25,Gurugram,Operations,CC300,Operations Manager,G2,Intern,Hybrid,2017-06-09,,Active,E02477,1.0,PhD,13,Referral,Yes
E03702,Employee 3702,Female,1998-02-03,Gurugram,Sales,CC200,Sales Executive,G3,Permanent,Onsite,2024-01-01,,Active,E00009,1.0,B.Tech,2,Referral,No
E03703,Employee 3703,Male,1983-12-21,Gurugram,Customer Success,CC700,Customer Success Executive,G4,Permanent,Onsite,2020-07-07,,Active,,1.0,B.Tech,10,Job Portal,No
E03704,Employee 3704,Male,1975-12-20,Chennai,Supply Chain,CC800,Procurement Specialist,G4,Permanent,Remote,2020-10-04,2021-11-01,Exited,E01024,1.0,Bachelor's,18,Internal Mobility,No
E03705,Employee 3705,Male,1986-03-08,Hyderabad,Operations,CC300,Operations Manager,G3,Permanent,Hybrid,2024-03-07,,Active,E04006,1.0,B.Tech,9,Referral,No
E03706,Employee 3706,Female,1984-04-30,Pune,Supply Chain,CC800,Logistics Manager,G3,Permanent,Hybrid,2025-03-19,,Active,E03042,1.0,PhD,10,Agency,No
E03707,Employee 3707,Female,1979-07-25,Hyderabad,Supply Chain,CC800,Logistics Manager,G4,Permanent,Onsite,2023-02-13,,Active,,1.0,Master's,18,Company Website,Yes
E03708,Employee 3708,Female,1980-04-16,Chennai,Sales,CC200,Sales Executive,G3,Permanent,Remote,2022-02-15,,Active,E01897,1.0,MBA,3,Company Website,No
E03709,Employee 3709,Female,2004-10-06,Bengaluru,Human Resources,CC500,L&D Specialist,G4,Contract,Hybrid,2026-08-09,,Active,,0.5,PhD,12,Company Website,No
E03710,Employee 3710,Male,1985-04-06,Mumbai,Sales,CC200,Sales Executive,G4,Permanent,Hybrid,2025-07-04,,Active,,1.0,PhD,11,Job Portal,No
E03711,Employee 3711,Male,1988-04-08,Hyderabad,Technology,CC100,Data Scientist,G3,Permanent,Hybrid,2022-08-04,2024-05-30,Exited,E04839,1.0,PhD,0,Campus,No
E03712,Employee 3712,Male,2004-01-02,Pune,Operations,CC300,Team Lead,G4,Permanent,Remote,2026-04-13,,Active,,1.0,M.Tech,1,Referral,No
E03713,Employee 3713,Female,1996-04-19,Hyderabad,Human Resources,CC500,Talent Acquisition Specialist,G3,Permanent,Hybrid,2019-01-04,2023-05-09,Exited,E03344,1.0,Master's,9,LinkedIn,Yes
E03714,Employee 3714,Female,2000-05-06,Bengaluru,Sales,CC200,Sales Analyst,G3,Permanent,Hybrid,2022-09-21,,Active,E03043,1.0,PhD,2,Internal Mobility,No
E03715,Employee 3715,Female,1974-07-29,Mumbai,Sales,CC200,Regional Sales Manager,G2,Permanent,Onsite,2019-05-23,2020-04-17,Exited,E04870,1.0,MBA,14,Job Portal,Yes
E03716,Employee 3716,Male,1992-10-03,Mumbai,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Hybrid,2021-03-08,,Active,,1.0,M.Tech,10,Campus,No
E03717,Employee 3717,Female,1996-03-28,Hyderabad,Finance,CC400,Finance Manager,G3,Permanent,Hybrid,2022-08-11,,Active,E01041,1.0,PhD,8,Internal Mobility,No
E03718,Employee 3718,Male,1980-05-03,Hyderabad,Marketing,CC600,Brand Manager,G5,Permanent,Remote,2025-04-26,,Active,,1.0,MBA,15,LinkedIn,No
E03719,Employee 3719,Male,1988-03-10,Noida,Supply Chain,CC800,Planner,G2,Permanent,Onsite,2021-07-01,,Active,E04184,1.0,B.Tech,13,Campus,No
E03720,Employee 3720,Male,1984-05-28,Bengaluru,Sales,CC200,Account Manager,G3,Permanent,Hybrid,2025-10-27,,Active,,1.0,Master's,18,LinkedIn,No
E03721,Employee 3721,Non-binary,1990-01-05,Chennai,Marketing,CC600,Brand Manager,G3,Permanent,Hybrid,2022-06-04,,Active,E00676,1.0,MBA,0,Company Website,No
E03722,Employee 3722,Female,1994-09-05,Pune,Operations,CC300,Operations Analyst,G6,Permanent,Remote,2019-12-21,2021-10-08,Exited,,1.0,M.Tech,8,Agency,No
E03723,Employee 3723,Female,1987-07-29,Noida,Human Resources,CC500,Talent Acquisition Specialist,G2,Permanent,Hybrid,2017-06-16,,Active,E02286,1.0,M.Tech,4,LinkedIn,No
E03724,Employee 3724,Female,1980-06-15,Bengaluru,Human Resources,CC500,L&D Specialist,G3,Permanent,Onsite,2019-01-27,2023-10-15,Exited,E00279,1.0,B.Tech,14,Internal Mobility,No
E03725,Employee 3725,Female,1988-05-17,Bengaluru,Human Resources,CC500,L&D Specialist,G3,Permanent,Hybrid,2024-09-08,,Active,E04428,1.0,PhD,13,LinkedIn,No
E03726,Employee 3726,Male,1979-11-25,Bengaluru,Customer Success,CC700,Support Analyst,G4,Permanent,Remote,2022-03-14,,Active,,1.0,B.Tech,18,Campus,Yes
E03727,Employee 3727,Male,1974-09-01,Bengaluru,Human Resources,CC500,HR Manager,G6,Permanent,Hybrid,2019-01-16,,Active,,1.0,Master's,0,Company Website,No
E03728,Employee 3728,Male,1997-12-25,Pune,Marketing,CC600,Product Marketing Manager,G4,Permanent,Onsite,2025-11-11,,Active,,1.0,Bachelor's,6,Company Website,No
E03729,Employee 3729,Male,2000-12-21,Bengaluru,Finance,CC400,Senior Finance Analyst,G2,Permanent,Hybrid,2025-04-18,,Active,E03989,1.0,Master's,10,Referral,No
E03730,Employee 3730,Male,1989-10-26,Bengaluru,Customer Success,CC700,Customer Success Manager,G6,Permanent,Onsite,2025-09-01,,Active,,1.0,Master's,12,Company Website,No
E03731,Employee 3731,Male,1982-01-04,Hyderabad,Operations,CC300,Operations Executive,G1,Contract,Hybrid,2019-05-18,,Active,E01117,0.75,MBA,0,Company Website,No
E03732,Employee 3732,Female,1994-12-10,Bengaluru,Customer Success,CC700,Support Analyst,G6,Permanent,Hybrid,2023-01-22,2026-03-03,Exited,E00905,1.0,B.Tech,6,Campus,No
E03733,Employee 3733,Male,1995-11-21,Gurugram,Customer Success,CC700,Customer Success Executive,G4,Permanent,Hybrid,2023-12-21,2024-11-06,Exited,E02226,1.0,B.Tech,18,Job Portal,No
E03734,Employee 3734,Male,1984-04-10,Noida,Sales,CC200,Sales Analyst,G5,Intern,Hybrid,2020-11-15,,Active,,0.5,M.Tech,5,Job Portal,No
E03735,Employee 3735,Female,1976-09-10,Chennai,Human Resources,CC500,L&D Specialist,G1,Permanent,Hybrid,2019-06-01,,Active,E04417,1.0,MBA,2,Job Portal,No
E03736,Employee 3736,Male,1982-06-17,Pune,Supply Chain,CC800,Planner,G1,Contract,Onsite,2021-12-31,,Active,E04682,0.75,M.Tech,13,Company Website,No
E03737,Employee 3737,Male,1994-02-05,Gurugram,Customer Success,CC700,Customer Success Manager,G4,Permanent,Onsite,2018-04-11,,Active,,1.0,MBA,7,Campus,No
E03738,Employee 3738,Male,1987-08-27,Hyderabad,Supply Chain,CC800,Planner,G2,Permanent,Hybrid,2019-04-14,,Active,E00223,1.0,Master's,14,Internal Mobility,No
E03739,Employee 3739,Male,1990-03-09,Gurugram,Technology,CC100,Senior Software Engineer,G2,Permanent,Hybrid,2023-08-16,,Active,E00650,1.0,M.Tech,10,Job Portal,No
E03740,Employee 3740,Female,1996-07-19,Chennai,Customer Success,CC700,Support Analyst,G5,Permanent,Hybrid,2020-05-01,,Active,,1.0,MBA,5,LinkedIn,No
E03741,Employee 3741,Female,1988-04-04,Gurugram,Technology,CC100,Data Analyst,G4,Permanent,Remote,2022-10-22,,Active,,1.0,Master's,16,Company Website,Yes
E03742,Employee 3742,Male,1997-09-08,Hyderabad,Supply Chain,CC800,Logistics Manager,G3,Permanent,Remote,2020-04-18,,Active,E02562,1.0,MBA,13,Campus,No
E03743,Employee 3743,Male,1991-11-15,Noida,Finance,CC400,Finance Analyst,G1,Contract,Hybrid,2022-05-29,,Active,E01469,1.0,B.Tech,0,Job Portal,Yes
E03744,Employee 3744,Male,1985-03-12,Hyderabad,Operations,CC300,Team Lead,G5,Permanent,Hybrid,2022-11-04,,Active,,1.0,Master's,16,Job Portal,No
E03745,Employee 3745,Female,1973-07-12,Chennai,Sales,CC200,Account Manager,G2,Permanent,Hybrid,2017-12-06,2019-02-14,Exited,E02978,1.0,MBA,0,LinkedIn,No
E03746,Employee 3746,Male,1987-11-15,Mumbai,Customer Success,CC700,Support Analyst,G5,Permanent,Hybrid,2022-03-11,,Active,,1.0,PhD,8,Job Portal,No
E03747,Employee 3747,Female,1993-04-21,Pune,Sales,CC200,Regional Sales Manager,G2,Permanent,Onsite,2024-12-06,,Active,E04345,1.0,PhD,2,Campus,No
E03748,Employee 3748,Male,1986-09-08,Chennai,Operations,CC300,Operations Executive,G3,Permanent,Remote,2019-03-27,,Active,E03905,1.0,Master's,1,Internal Mobility,No
E03749,Employee 3749,Male,1992-03-20,Pune,Customer Success,CC700,Customer Success Executive,G4,Permanent,Remote,2024-10-01,,Active,,1.0,M.Tech,11,LinkedIn,Yes
E03750,Employee 3750,Male,1979-12-11,Mumbai,Sales,CC200,Account Manager,G3,Intern,Hybrid,2020-09-03,,Active,E01398,0.5,MBA,11,LinkedIn,No
E03751,Employee 3751,Male,1991-07-25,Gurugram,Finance,CC400,Finance Manager,G4,Permanent,Onsite,2022-12-23,,Active,,1.0,B.Tech,10,Company Website,No
E03752,Employee 3752,Male,1996-06-10,Bengaluru,Finance,CC400,Finance Manager,G2,Permanent,Hybrid,2021-11-18,,Active,E04111,1.0,MBA,12,Campus,No
E03753,Employee 3753,Male,1990-05-14,Hyderabad,Technology,CC100,Tech Lead,G3,Permanent,Hybrid,2018-08-25,,Active,E02036,1.0,PhD,13,Internal Mobility,No
E03754,Employee 3754,Male,1996-01-27,Bengaluru,Customer Success,CC700,Customer Success Executive,G3,Permanent,Hybrid,2024-09-30,,Active,E02163,1.0,Master's,7,Agency,No
E03755,Employee 3755,Male,1982-02-26,Gurugram,Supply Chain,CC800,Planner,G5,Permanent,Hybrid,2018-10-30,,Active,,1.0,MBA,15,Job Portal,No
E03756,Employee 3756,Male,1996-08-04,Bengaluru,Customer Success,CC700,Customer Success Manager,G2,Permanent,Hybrid,2026-06-21,,Active,E02538,1.0,Master's,13,Internal Mobility,No
E03757,Employee 3757,Female,1976-04-13,Noida,Customer Success,CC700,Support Analyst,G4,Permanent,Hybrid,2017-07-17,,Active,,1.0,MBA,2,Campus,No
E03758,Employee 3758,Female,1983-11-24,Bengaluru,Marketing,CC600,Brand Manager,G4,Permanent,Hybrid,2026-04-19,,Active,,1.0,MBA,9,Job Portal,No
E03759,Employee 3759,Non-binary,1990-10-05,Hyderabad,Operations,CC300,Operations Analyst,G2,Intern,Hybrid,2018-03-01,2024-04-03,Exited,E00303,0.75,PhD,10,Job Portal,No
E03760,Employee 3760,Male,1982-05-20,Bengaluru,Human Resources,CC500,HR Executive,G2,Permanent,Onsite,2024-04-14,,Active,,1.0,M.Tech,12,LinkedIn,No
E03761,Employee 3761,Male,1999-07-28,Noida,Operations,CC300,Team Lead,G2,Permanent,Onsite,2024-10-04,,Active,E04072,1.0,B.Tech,6,Campus,No
E03762,Employee 3762,Male,2001-12-23,Bengaluru,Finance,CC400,Finance Manager,G4,Permanent,Onsite,2025-02-26,,Active,,1.0,Bachelor's,3,Internal Mobility,No
E03763,Employee 3763,Female,1976-05-29,Chennai,Supply Chain,CC800,Procurement Specialist,G4,Permanent,Onsite,2019-07-09,,Active,,1.0,MBA,18,LinkedIn,No
E03764,Employee 3764,Female,1988-02-25,Bengaluru,Sales,CC200,Sales Executive,G3,Intern,Hybrid,2022-08-01,,Active,E03059,1.0,B.Tech,9,Agency,No
E03765,Employee 3765,Female,1997-03-15,Mumbai,Operations,CC300,Operations Executive,G1,Contract,Hybrid,2019-05-21,,Active,E03925,0.5,MBA,9,Company Website,No
E03766,Employee 3766,Female,1985-03-15,Gurugram,Operations,CC300,Operations Analyst,G5,Permanent,Hybrid,2019-12-07,,Active,,1.0,Bachelor's,5,Referral,Yes
E03767,Employee 3767,Male,1986-09-28,Hyderabad,Marketing,CC600,Product Marketing Manager,G5,Permanent,Hybrid,2026-04-18,,Active,,1.0,B.Tech,7,Campus,No
E03768,Employee 3768,Female,1977-12-05,Hyderabad,Sales,CC200,Sales Analyst,G3,Permanent,Remote,2018-06-19,,Active,E00469,1.0,Bachelor's,12,Internal Mobility,No
E03769,Employee 3769,Male,1980-07-18,Bengaluru,Customer Success,CC700,Support Analyst,G4,Permanent,Onsite,2017-06-04,2026-03-09,Exited,E00513,1.0,PhD,6,LinkedIn,No
E03770,Employee 3770,Female,1989-12-15,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G2,Permanent,Onsite,2026-01-12,,Active,E02627,1.0,B.Tech,5,Internal Mobility,No
E03771,Employee 3771,Female,1998-10-03,Pune,Technology,CC100,Senior Software Engineer,G5,Permanent,Hybrid,2023-04-09,,Active,,1.0,Master's,18,Campus,No
E03772,Employee 3772,Male,1991-03-11,Hyderabad,Customer Success,CC700,Customer Success Manager,G2,Permanent,Onsite,2023-01-30,,Active,E03063,1.0,M.Tech,0,Company Website,No
E03773,Employee 3773,Female,1990-02-14,Pune,Supply Chain,CC800,Supply Chain Analyst,G2,Permanent,Hybrid,2024-09-29,,Active,E03112,1.0,M.Tech,9,Agency,No
E03774,Employee 3774,Female,1979-02-21,Pune,Sales,CC200,Regional Sales Manager,G1,Permanent,Hybrid,2021-11-06,,Active,E00194,1.0,MBA,7,Referral,No
E03775,Employee 3775,Male,1996-03-27,Gurugram,Technology,CC100,Data Analyst,G3,Permanent,Hybrid,2025-12-16,,Active,,1.0,PhD,12,Internal Mobility,No
E03776,Employee 3776,Male,1980-01-01,Bengaluru,Technology,CC100,Senior Software Engineer,G2,Permanent,Hybrid,2021-10-26,2022-07-24,Exited,E03387,1.0,B.Tech,17,Job Portal,Yes
E03777,Employee 3777,Female,2001-06-18,Gurugram,Sales,CC200,Sales Analyst,G4,Permanent,Onsite,2025-07-16,,Active,,1.0,MBA,13,Company Website,No
E03778,Employee 3778,Female,1976-08-19,Gurugram,Customer Success,CC700,Customer Success Manager,G2,Permanent,Hybrid,2019-10-21,,Active,E02917,1.0,B.Tech,9,Internal Mobility,No
E03779,Employee 3779,Male,1985-06-29,Chennai,Technology,CC100,Senior Software Engineer,G5,Permanent,Onsite,2025-08-09,,Active,,1.0,M.Tech,15,Company Website,No
E03780,Employee 3780,Female,2000-05-12,Chennai,Technology,CC100,Data Scientist,G4,Contract,Remote,2026-01-21,,Active,,0.75,PhD,6,Referral,No
E03781,Employee 3781,Female,1991-08-04,Gurugram,Marketing,CC600,Product Marketing Manager,G1,Permanent,Remote,2021-07-16,,Active,E01398,1.0,Master's,17,Campus,No
E03782,Employee 3782,Female,1995-07-16,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G3,Permanent,Hybrid,2023-11-01,,Active,E04401,1.0,MBA,17,Referral,No
E03783,Employee 3783,Male,1996-11-08,Chennai,Marketing,CC600,Brand Manager,G3,Contract,Hybrid,2018-11-02,,Active,E00517,0.5,M.Tech,4,Company Website,No
E03784,Employee 3784,Male,1985-11-21,Bengaluru,Customer Success,CC700,Support Analyst,G4,Permanent,Hybrid,2018-02-05,,Active,,1.0,MBA,2,Internal Mobility,No
E03785,Employee 3785,Female,1983-01-25,Hyderabad,Supply Chain,CC800,Procurement Specialist,G2,Contract,Hybrid,2022-06-17,,Active,E03927,1.0,Bachelor's,6,LinkedIn,Yes
E03786,Employee 3786,Male,1998-11-21,Pune,Marketing,CC600,Digital Marketing Analyst,G3,Permanent,Hybrid,2020-08-03,,Active,E01385,1.0,M.Tech,13,LinkedIn,No
E03787,Employee 3787,Male,1986-12-02,Gurugram,Technology,CC100,Data Scientist,G3,Permanent,Hybrid,2020-04-06,2026-05-27,Exited,E02340,1.0,Master's,12,LinkedIn,No
E03788,Employee 3788,Female,1977-11-09,Gurugram,Operations,CC300,Operations Manager,G1,Permanent,Hybrid,2021-04-18,,Active,E03655,1.0,B.Tech,13,Referral,No
E03789,Employee 3789,Male,2003-03-21,Hyderabad,Supply Chain,CC800,Logistics Manager,G3,Permanent,Onsite,2026-02-11,,Active,E03662,1.0,PhD,0,Company Website,No
E03790,Employee 3790,Male,1990-02-12,Gurugram,Customer Success,CC700,Support Analyst,G6,Permanent,Remote,2017-05-05,,Active,,1.0,Master's,7,Campus,No
E03791,Employee 3791,Male,1996-02-23,Pune,Finance,CC400,Senior Finance Analyst,G4,Permanent,Onsite,2018-01-23,2022-01-29,Exited,E03090,1.0,MBA,18,Job Portal,No
E03792,Employee 3792,Female,1984-11-19,Noida,Customer Success,CC700,Support Analyst,G2,Permanent,Hybrid,2021-03-16,,Active,E04110,1.0,M.Tech,18,Referral,No
E03793,Employee 3793,Female,1997-03-04,Hyderabad,Finance,CC400,Senior Finance Analyst,G2,Permanent,Hybrid,2025-03-12,,Active,E00348,1.0,Master's,5,Company Website,No
E03794,Employee 3794,Female,2001-06-27,Pune,Sales,CC200,Sales Executive,G1,Contract,Onsite,2022-10-17,2025-09-11,Exited,E03925,0.75,M.Tech,18,Internal Mobility,No
E03795,Employee 3795,Male,1976-05-05,Mumbai,Human Resources,CC500,Talent Acquisition Specialist,G2,Permanent,Hybrid,2018-04-10,2022-08-03,Exited,E03204,1.0,B.Tech,7,Campus,No
E03796,Employee 3796,Female,1981-07-31,Gurugram,Sales,CC200,Regional Sales Manager,G3,Permanent,Remote,2019-07-09,,Active,E00803,1.0,PhD,3,Campus,No
E03797,Employee 3797,Female,1989-05-07,Bengaluru,Finance,CC400,Finance Analyst,G3,Permanent,Hybrid,2020-11-30,,Active,E00368,1.0,Bachelor's,9,Job Portal,No
E03798,Employee 3798,Male,1983-09-06,Gurugram,Customer Success,CC700,Support Analyst,G4,Permanent,Remote,2017-04-22,,Active,,1.0,M.Tech,10,Internal Mobility,No
E03799,Employee 3799,Male,2000-10-24,Chennai,Customer Success,CC700,Customer Success Executive,G5,Permanent,Onsite,2026-01-06,,Active,,1.0,Master's,14,Agency,No
E03800,Employee 3800,Female,1998-12-27,Gurugram,Finance,CC400,Finance Manager,G4,Permanent,Hybrid,2023-01-03,,Active,,1.0,M.Tech,11,Agency,No
E03801,Employee 3801,Male,1982-07-30,Bengaluru,Sales,CC200,Sales Executive,G4,Permanent,Onsite,2020-10-02,,Active,,1.0,MBA,8,Campus,Yes
E03802,Employee 3802,Female,1987-10-06,Hyderabad,Sales,CC200,Sales Executive,G3,Permanent,Hybrid,2025-02-13,2026-03-23,Exited,E03263,1.0,PhD,4,Job Portal,No
E03803,Employee 3803,Male,1987-09-06,Hyderabad,Technology,CC100,Software Engineer,G4,Permanent,Hybrid,2025-07-13,,Active,,1.0,B.Tech,14,Agency,No
E03804,Employee 3804,Male,1984-11-25,Mumbai,Human Resources,CC500,HR Executive,G3,Permanent,Onsite,2025-02-06,,Active,E03502,1.0,PhD,12,Referral,No
E03805,Employee 3805,Female,1991-07-27,Mumbai,Supply Chain,CC800,Logistics Manager,G3,Permanent,Remote,2021-08-16,2024-12-12,Exited,E01007,1.0,B.Tech,10,Referral,No
E03806,Employee 3806,Female,1985-04-11,Gurugram,Marketing,CC600,Marketing Executive,G5,Permanent,Hybrid,2019-03-24,,Active,,1.0,B.Tech,3,Internal Mobility,No
E03807,Employee 3807,Female,1993-06-18,Hyderabad,Technology,CC100,Engineering Manager,G5,Permanent,Onsite,2017-10-17,2026-02-25,Exited,E02900,1.0,MBA,8,Referral,No
E03808,Employee 3808,Female,1976-08-05,Bengaluru,Sales,CC200,Account Manager,G3,Intern,Onsite,2019-08-28,2021-10-14,Exited,E03803,0.75,MBA,12,Internal Mobility,Yes
E03809,Employee 3809,Female,1985-04-22,Hyderabad,Marketing,CC600,Brand Manager,G5,Intern,Hybrid,2019-08-17,2022-11-14,Exited,E01750,0.75,M.Tech,9,Internal Mobility,Yes
E03810,Employee 3810,Male,1995-02-23,Hyderabad,Finance,CC400,Senior Finance Analyst,G1,Permanent,Onsite,2021-05-11,,Active,E03800,1.0,PhD,17,Referral,Yes
E03811,Employee 3811,Female,1987-01-22,Chennai,Customer Success,CC700,Support Analyst,G2,Permanent,Hybrid,2018-02-21,,Active,E02017,1.0,Bachelor's,6,Job Portal,No
E03812,Employee 3812,Female,1985-11-20,Bengaluru,Marketing,CC600,Product Marketing Manager,G5,Permanent,Remote,2017-05-08,2019-06-21,Exited,E03012,1.0,M.Tech,8,Agency,Yes
E03813,Employee 3813,Female,1977-11-17,Pune,Finance,CC400,Finance Manager,G5,Permanent,Hybrid,2018-09-25,,Active,,1.0,B.Tech,12,Agency,No
E03814,Employee 3814,Male,1981-08-07,Hyderabad,Marketing,CC600,Brand Manager,G3,Permanent,Onsite,2019-09-09,,Active,E00949,1.0,Bachelor's,4,Campus,No
E03815,Employee 3815,Female,2002-07-04,Hyderabad,Finance,CC400,Senior Finance Analyst,G5,Permanent,Hybrid,2024-06-03,,Active,,1.0,PhD,8,Internal Mobility,No
E03816,Employee 3816,Male,1996-05-15,Hyderabad,Human Resources,CC500,HR Business Partner,G3,Permanent,Remote,2026-05-24,,Active,E03252,1.0,MBA,15,Internal Mobility,No
E03817,Employee 3817,Male,1978-04-23,Chennai,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2017-02-22,,Active,E00853,1.0,Bachelor's,14,Campus,No
E03818,Employee 3818,Male,1994-03-27,Chennai,Finance,CC400,Finance Analyst,G4,Permanent,Hybrid,2023-04-22,,Active,,1.0,Bachelor's,1,Internal Mobility,No
E03819,Employee 3819,Male,1998-02-01,Gurugram,Technology,CC100,Software Engineer,G3,Permanent,Hybrid,2025-01-20,,Active,E02788,1.0,M.Tech,17,Company Website,No
E03820,Employee 3820,Male,1997-05-18,Gurugram,Marketing,CC600,Digital Marketing Analyst,G2,Permanent,Hybrid,2018-11-06,,Active,E00318,1.0,PhD,13,LinkedIn,No
E03821,Employee 3821,Male,1989-01-17,Bengaluru,Marketing,CC600,Product Marketing Manager,G5,Contract,Remote,2020-04-15,2023-11-21,Exited,E01141,1.0,M.Tech,2,Job Portal,No
E03822,Employee 3822,Female,1994-10-07,Hyderabad,Finance,CC400,Senior Finance Analyst,G6,Permanent,Hybrid,2024-12-13,,Active,,1.0,Master's,7,Campus,No
E03823,Employee 3823,Female,1995-10-18,Mumbai,Human Resources,CC500,Talent Acquisition Specialist,G4,Contract,Onsite,2023-05-21,,Active,,0.75,MBA,1,Internal Mobility,No
E03824,Employee 3824,Male,1992-10-22,Bengaluru,Marketing,CC600,Digital Marketing Analyst,G4,Contract,Hybrid,2025-05-12,,Active,,1.0,PhD,14,Referral,No
E03825,Employee 3825,Female,1987-10-31,Pune,Marketing,CC600,Marketing Executive,G4,Permanent,Remote,2019-12-08,,Active,,1.0,PhD,8,Campus,No
E03826,Employee 3826,Male,1985-06-07,Mumbai,Technology,CC100,Senior Software Engineer,G3,Contract,Onsite,2018-04-30,,Active,E04854,1.0,PhD,11,LinkedIn,No
E03827,Employee 3827,Male,1990-11-29,Hyderabad,Operations,CC300,Operations Manager,G4,Permanent,Remote,2025-12-05,,Active,,1.0,Master's,8,Job Portal,No
E03828,Employee 3828,Female,1994-02-08,Hyderabad,Sales,CC200,Key Account Manager,G5,Contract,Remote,2025-04-23,,Active,,0.5,B.Tech,1,Company Website,No
E03829,Employee 3829,Female,2004-07-03,Bengaluru,Sales,CC200,Sales Analyst,G2,Permanent,Hybrid,2026-01-26,,Active,E03554,1.0,B.Tech,2,Campus,Yes
E03830,Employee 3830,Male,2000-07-04,Gurugram,Supply Chain,CC800,Logistics Manager,G3,Permanent,Onsite,2021-11-21,,Active,E01376,1.0,M.Tech,16,Campus,Yes
E03831,Employee 3831,Male,1990-03-04,Bengaluru,Finance,CC400,Finance Analyst,G2,Permanent,Hybrid,2022-06-20,,Active,E02729,1.0,M.Tech,11,Job Portal,No
E03832,Employee 3832,Male,1981-05-07,Pune,Marketing,CC600,Marketing Executive,G3,Permanent,Hybrid,2023-11-06,,Active,E00397,1.0,MBA,12,Referral,Yes
E03833,Employee 3833,Female,2000-02-20,Pune,Technology,CC100,Data Scientist,G4,Permanent,Hybrid,2024-12-20,,Active,,1.0,M.Tech,14,LinkedIn,No
E03834,Employee 3834,Male,1977-04-25,Bengaluru,Technology,CC100,Senior Software Engineer,G3,Contract,Hybrid,2018-12-10,,Active,E04472,1.0,MBA,5,Company Website,No
E03835,Employee 3835,Female,1991-04-11,Hyderabad,Supply Chain,CC800,Procurement Specialist,G2,Permanent,Hybrid,2025-01-06,,Active,E00740,1.0,MBA,13,Agency,No
E03836,Employee 3836,Male,1978-02-07,Noida,Supply Chain,CC800,Logistics Manager,G3,Contract,Onsite,2020-02-27,,Active,E03391,1.0,B.Tech,14,Agency,Yes
E03837,Employee 3837,Female,1989-09-01,Gurugram,Human Resources,CC500,Talent Acquisition Specialist,G2,Permanent,Hybrid,2019-10-02,,Active,E04090,1.0,B.Tech,5,Job Portal,No
E03838,Employee 3838,Female,1989-06-01,Bengaluru,Customer Success,CC700,Support Analyst,G2,Permanent,Onsite,2020-06-24,2021-01-15,Exited,E02627,1.0,Bachelor's,16,LinkedIn,Yes
E03839,Employee 3839,Male,1990-10-11,Gurugram,Human Resources,CC500,L&D Specialist,G4,Permanent,Hybrid,2018-11-16,,Active,,1.0,Bachelor's,10,Agency,Yes
E03840,Employee 3840,Male,1991-11-17,Chennai,Human Resources,CC500,HR Manager,G3,Permanent,Onsite,2018-10-22,,Active,E01026,1.0,Bachelor's,18,Internal Mobility,No
E03841,Employee 3841,Female,1994-04-07,Mumbai,Technology,CC100,Tech Lead,G3,Permanent,Hybrid,2020-07-29,,Active,E01782,1.0,M.Tech,6,Agency,No
E03842,Employee 3842,Male,1997-11-13,Pune,Operations,CC300,Operations Analyst,G2,Permanent,Hybrid,2020-02-08,,Active,E04395,1.0,Master's,4,Referral,No
E03843,Employee 3843,Female,1992-06-24,Bengaluru,Customer Success,CC700,Customer Success Executive,G3,Permanent,Hybrid,2020-03-30,,Active,E00540,1.0,MBA,8,Job Portal,No
E03844,Employee 3844,Female,2002-05-08,Bengaluru,Sales,CC200,Sales Executive,G2,Permanent,Hybrid,2023-09-19,,Active,E03285,1.0,PhD,1,Agency,No
E03845,Employee 3845,Male,1981-04-04,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G3,Contract,Remote,2019-01-22,,Active,E00590,0.75,M.Tech,0,LinkedIn,No
E03846,Employee 3846,Male,1983-09-22,Chennai,Operations,CC300,Operations Manager,G4,Permanent,Hybrid,2025-09-18,,Active,,1.0,MBA,12,Referral,No
E03847,Employee 3847,Female,1985-04-01,Hyderabad,Sales,CC200,Regional Sales Manager,G4,Permanent,Hybrid,2018-09-08,2022-10-14,Exited,E01340,1.0,M.Tech,0,Company Website,Yes
E03848,Employee 3848,Female,1987-09-15,Noida,Supply Chain,CC800,Supply Chain Analyst,G4,Permanent,Hybrid,2017-02-15,,Active,,1.0,M.Tech,7,Job Portal,No
E03849,Employee 3849,Male,1988-02-05,Pune,Technology,CC100,Engineering Manager,G4,Permanent,Hybrid,2023-12-19,,Active,,1.0,B.Tech,6,Job Portal,No
E03850,Employee 3850,Male,1977-01-12,Hyderabad,Marketing,CC600,Marketing Executive,G5,Permanent,Onsite,2020-12-11,2025-06-23,Exited,E04011,1.0,M.Tech,5,Job Portal,Yes
E03851,Employee 3851,Female,1991-08-11,Chennai,Customer Success,CC700,Support Analyst,G2,Permanent,Remote,2023-11-29,,Active,E04816,1.0,MBA,8,Internal Mobility,No
