Date,Month,SKU,Product,Category,Region,Customer,Supplier ID,Supplier,Demand,Forecast,Opening Inventory,Closing Inventory,Safety Stock,Lead Time (Days),Order Qty,Delivered Qty,Requested Date,Delivery Date,OTIF,Stockout,Unit Cost (INR),Selling Price (INR),Inventory Value (INR)
2026-03-24,Mar-2026,SKU-111,Drive Belt 1,Standard Components,East,Prime Industrial,SUP-A,Alpha Components,140,131,215,189,36,15,133,133,2026-03-29,2026-03-29,Yes,No,4760.15,7124.55,899668.98
2026-03-31,Mar-2026,SKU-115,Connector Set 1,Standard Components,South,Southern Automation,SUP-F,Fusion Tech,191,164,253,219,45,16,187,171,2026-04-09,2026-04-09,No,No,5318.06,7567.42,1164654.4
2026-04-26,Apr-2026,SKU-132,Coolant Module 2,Consumables,West,Metro Automation,SUP-C,Crest Global,228,246,527,486,123,25,237,237,2026-05-02,2026-05-02,Yes,No,2440.41,3335.23,1186041.0
2026-06-14,Jun-2026,SKU-110,Bearing Assembly 2,Standard Components,West,Vertex Engineering,SUP-A,Alpha Components,172,179,243,209,50,18,182,182,2026-06-22,2026-06-22,Yes,No,10246.14,14356.66,2141443.8
2026-01-27,Jan-2026,SKU-111,Drive Belt 1,Standard Components,South,Kaveri Engineering,SUP-E,Everest Components,178,206,311,283,57,13,185,185,2026-02-07,2026-02-07,Yes,No,11432.76,15243.52,3235470.4
2026-06-24,Jun-2026,SKU-107,Power Module 1,Critical Components,East,Eastern Process Tech,SUP-C,Crest Global,105,93,85,63,29,22,114,114,2026-07-03,2026-07-06,No,Yes,33935.5,47465.39,2137936.57
2026-05-18,May-2026,SKU-116,Connector Set 2,Standard Components,East,Orion Industries,SUP-H,Horizon Parts,168,189,297,272,52,14,160,160,2026-05-28,2026-05-28,Yes,No,5528.23,8268.37,1503677.42
2026-03-02,Mar-2026,SKU-128,Lubrication Kit 2,Consumables,East,Prime Industrial,SUP-B,Bharat Industrial,217,257,519,491,128,11,207,207,2026-03-11,2026-03-11,Yes,No,5262.47,6838.72,2583872.46
2026-08-14,Aug-2026,SKU-108,Power Module 2,Critical Components,South,TechFab Systems,SUP-D,Delta Engineering,25,23,15,8,7,19,36,36,2026-08-26,2026-08-26,Yes,Yes,28749.66,35755.37,229997.29
2026-08-21,Aug-2026,SKU-117,CNC Control Unit 1,Premium Equipment,West,Metro Automation,SUP-C,Crest Global,63,78,123,113,29,23,78,78,2026-08-29,2026-08-29,Yes,No,115974.75,161925.01,13105146.65
2026-08-17,Aug-2026,SKU-124,Smart Drive 2,Premium Equipment,East,Orion Industries,SUP-C,Crest Global,50,53,95,81,20,25,75,75,2026-08-27,2026-08-27,Yes,No,100265.67,143950.92,8121519.41
2026-04-18,Apr-2026,SKU-103,Precision Gearbox 1,Critical Components,North,Horizon Machines,SUP-E,Everest Components,134,121,140,110,38,21,152,152,2026-04-23,2026-04-23,Yes,No,29826.27,43438.52,3280889.22
2026-03-11,Mar-2026,SKU-132,Coolant Module 2,Consumables,West,Metro Automation,SUP-D,Delta Engineering,269,287,616,570,143,18,280,263,2026-03-19,2026-03-19,No,No,1376.51,1690.88,784609.37
2026-06-09,Jun-2026,SKU-125,Filter Cartridge 1,Consumables,North,Apex Engineering,SUP-H,Horizon Parts,187,229,475,448,114,18,205,205,2026-06-20,2026-06-20,Yes,No,3352.08,4864.68,1501732.44
2026-02-19,Feb-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,South,Deccan Industries,SUP-G,Global Motion,65,62,75,61,23,18,70,70,2026-03-02,2026-03-02,Yes,No,79742.73,123597.47,4864306.29
2026-04-09,Apr-2026,SKU-123,Smart Drive 1,Premium Equipment,West,Metro Automation,SUP-A,Alpha Components,48,48,91,80,18,18,55,55,2026-04-17,2026-04-17,Yes,No,79231.24,103776.65,6338499.26
2026-01-17,Jan-2026,SKU-130,Seal Pack 2,Consumables,Central,CoreTech Manufacturing,SUP-C,Crest Global,185,200,405,373,100,24,189,189,2026-01-28,2026-01-28,Yes,No,3244.75,3982.53,1210292.59
2026-07-04,Jul-2026,SKU-101,Servo Controller 1,Critical Components,West,Metro Automation,SUP-E,Everest Components,112,107,86,61,34,13,137,126,2026-07-09,2026-07-09,No,Yes,63792.54,82822.11,3891345.13
2026-07-10,Jul-2026,SKU-131,Coolant Module 1,Consumables,West,Vertex Engineering,SUP-B,Bharat Industrial,252,300,610,577,150,18,248,248,2026-07-17,2026-07-17,Yes,No,2040.11,2931.71,1177145.91
2026-03-28,Mar-2026,SKU-111,Drive Belt 1,Standard Components,West,Western Manufacturing,SUP-B,Bharat Industrial,125,111,148,124,31,12,124,124,2026-04-06,2026-04-06,Yes,No,6162.44,8073.05,764142.78
2026-08-27,Aug-2026,SKU-124,Smart Drive 2,Premium Equipment,West,Gujarat Process Systems,SUP-F,Fusion Tech,45,40,68,55,15,20,68,68,2026-09-06,2026-09-06,Yes,No,118901.17,158326.67,6539564.61
2026-01-19,Jan-2026,SKU-114,Valve Kit 2,Standard Components,East,Eastern Process Tech,SUP-D,Delta Engineering,84,92,138,124,25,17,80,80,2026-01-28,2026-01-28,Yes,No,5491.96,8414.89,681003.54
2026-03-12,Mar-2026,SKU-116,Connector Set 2,Standard Components,North,Horizon Machines,SUP-E,Everest Components,252,241,358,305,67,21,266,266,2026-03-17,2026-03-17,Yes,No,7041.27,8697.72,2147586.09
2026-05-31,May-2026,SKU-101,Servo Controller 1,Critical Components,Central,Narmada Systems,SUP-C,Crest Global,134,113,123,94,36,25,147,147,2026-06-11,2026-06-23,No,Yes,57401.87,72820.18,5395775.75
2026-03-18,Mar-2026,SKU-126,Filter Cartridge 2,Consumables,East,Orion Industries,SUP-B,Bharat Industrial,156,168,366,339,84,18,156,156,2026-03-27,2026-03-27,Yes,No,2203.0,3115.73,746816.96
2026-01-26,Jan-2026,SKU-126,Filter Cartridge 2,Consumables,North,Delhi Industrial Systems,SUP-A,Alpha Components,150,187,367,351,93,21,140,140,2026-02-02,2026-02-02,Yes,No,2917.95,3611.02,1024201.95
2026-05-26,May-2026,SKU-105,Industrial Sensor 1,Critical Components,West,Vertex Engineering,SUP-D,Delta Engineering,137,126,127,98,40,16,156,145,2026-06-02,2026-06-02,No,Yes,33609.35,45417.36,3293716.38
2026-02-09,Feb-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,Central,Narmada Systems,SUP-A,Alpha Components,62,64,77,67,24,9,53,53,2026-02-21,2026-02-21,Yes,No,163104.93,211470.22,10928030.63
2026-07-21,Jul-2026,SKU-124,Smart Drive 2,Premium Equipment,East,Orion Industries,SUP-D,Delta Engineering,45,38,67,55,14,22,63,63,2026-07-31,2026-07-31,Yes,No,86715.14,127869.38,4769332.91
2026-07-04,Jul-2026,SKU-123,Smart Drive 1,Premium Equipment,North,Delhi Industrial Systems,SUP-B,Bharat Industrial,45,56,74,68,21,20,47,47,2026-07-14,2026-07-14,Yes,No,115273.88,176077.57,7838623.76
2026-04-01,Apr-2026,SKU-130,Seal Pack 2,Consumables,North,NorthStar Automation,SUP-B,Bharat Industrial,293,273,589,537,136,22,286,262,2026-04-08,2026-04-08,No,No,5326.93,6944.25,2860560.79
2026-07-31,Jul-2026,SKU-115,Connector Set 1,Standard Components,West,Vertex Engineering,SUP-D,Delta Engineering,153,171,277,249,47,19,172,172,2026-08-11,2026-08-11,Yes,No,7509.21,9717.4,1869792.48
2026-03-29,Mar-2026,SKU-130,Seal Pack 2,Consumables,West,Gujarat Process Systems,SUP-B,Bharat Industrial,211,205,444,402,102,18,212,212,2026-04-09,2026-04-09,Yes,No,5423.07,8219.89,2180075.98
2026-03-13,Mar-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,North,Apex Engineering,SUP-E,Everest Components,36,33,29,22,12,23,39,36,2026-03-23,2026-03-23,No,Yes,75274.74,106599.27,1656044.32
2026-08-10,Aug-2026,SKU-124,Smart Drive 2,Premium Equipment,West,Vertex Engineering,SUP-H,Horizon Parts,45,46,84,71,17,20,65,65,2026-08-22,2026-08-22,Yes,No,97677.56,137387.45,6935106.91
2026-05-01,May-2026,SKU-110,Bearing Assembly 2,Standard Components,North,Delhi Industrial Systems,SUP-E,Everest Components,148,147,209,182,41,19,138,138,2026-05-10,2026-05-17,No,No,6512.06,8759.08,1185194.97
2026-06-05,Jun-2026,SKU-112,Drive Belt 2,Standard Components,Central,Narmada Systems,SUP-B,Bharat Industrial,172,182,272,243,50,14,164,164,2026-06-17,2026-06-17,Yes,No,7548.88,10839.46,1834377.36
2026-05-30,May-2026,SKU-127,Lubrication Kit 1,Consumables,North,Delhi Industrial Systems,SUP-H,Horizon Parts,203,222,431,398,111,21,197,197,2026-06-05,2026-06-05,Yes,No,1411.08,1999.55,561608.76
2026-02-18,Feb-2026,SKU-112,Drive Belt 2,Standard Components,West,Western Manufacturing,SUP-G,Global Motion,100,93,124,104,26,21,100,100,2026-02-26,2026-02-26,Yes,No,9593.0,12903.53,997671.98
2026-07-25,Jul-2026,SKU-126,Filter Cartridge 2,Consumables,West,Western Manufacturing,SUP-G,Global Motion,89,84,146,131,42,17,79,79,2026-08-04,2026-08-04,Yes,No,2318.66,2936.32,303744.18
2026-03-24,Mar-2026,SKU-106,Industrial Sensor 2,Critical Components,North,Horizon Machines,SUP-C,Crest Global,121,99,66,42,31,31,127,124,2026-04-03,2026-04-03,No,Yes,40507.19,57153.9,1701302.14
2026-07-16,Jul-2026,SKU-101,Servo Controller 1,Critical Components,South,TechFab Systems,SUP-C,Crest Global,101,92,81,58,29,27,119,119,2026-07-25,2026-07-31,No,Yes,33652.0,45767.1,1951816.18
2026-05-20,May-2026,SKU-129,Seal Pack 1,Consumables,East,Eastern Process Tech,SUP-C,Crest Global,312,352,735,686,176,28,317,313,2026-05-25,2026-05-27,No,No,2686.03,3644.55,1842619.06
2026-02-27,Feb-2026,SKU-109,Bearing Assembly 1,Standard Components,East,Prime Industrial,SUP-H,Horizon Parts,215,260,371,345,72,12,209,209,2026-03-06,2026-03-06,Yes,No,11667.84,16059.42,4025405.09
2026-06-24,Jun-2026,SKU-126,Filter Cartridge 2,Consumables,South,Deccan Industries,SUP-G,Global Motion,255,276,602,560,138,20,245,245,2026-06-29,2026-06-29,Yes,No,2390.83,2979.37,1338867.18
2026-01-10,Jan-2026,SKU-110,Bearing Assembly 2,Standard Components,West,Western Manufacturing,SUP-B,Bharat Industrial,156,134,237,207,37,15,150,150,2026-01-22,2026-01-22,Yes,No,10506.02,14224.22,2174747.13
2026-02-07,Feb-2026,SKU-130,Seal Pack 2,Consumables,South,Deccan Industries,SUP-B,Bharat Industrial,205,241,485,455,120,16,212,212,2026-02-12,2026-02-12,Yes,No,4404.91,5798.96,2004234.09
2026-05-23,May-2026,SKU-113,Valve Kit 1,Standard Components,North,Horizon Machines,SUP-H,Horizon Parts,188,200,279,242,56,16,205,205,2026-05-29,2026-06-04,No,No,9335.82,11622.23,2259267.3
2026-07-13,Jul-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,East,Eastern Process Tech,SUP-H,Horizon Parts,65,65,73,56,24,17,86,86,2026-07-25,2026-07-25,Yes,No,64201.74,80850.68,3595297.67
2026-05-28,May-2026,SKU-110,Bearing Assembly 2,Standard Components,East,Orion Industries,SUP-C,Crest Global,174,206,289,268,57,30,164,155,2026-06-05,2026-06-15,No,No,4357.54,6703.38,1167821.09
2026-06-15,Jun-2026,SKU-124,Smart Drive 2,Premium Equipment,Central,Central Industrial Works,SUP-B,Bharat Industrial,49,50,63,52,19,15,57,57,2026-06-20,2026-06-20,Yes,No,112436.3,141279.68,5846687.73
2026-07-26,Jul-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,Central,CoreTech Manufacturing,SUP-H,Horizon Parts,59,50,85,75,19,18,54,54,2026-08-03,2026-08-03,Yes,No,174058.71,264904.85,13054403.15
2026-07-10,Jul-2026,SKU-129,Seal Pack 1,Consumables,North,NorthStar Automation,SUP-H,Horizon Parts,116,128,281,262,64,20,118,118,2026-07-20,2026-07-30,No,No,5380.09,7231.96,1409582.37
2026-05-06,May-2026,SKU-108,Power Module 2,Critical Components,South,Kaveri Engineering,SUP-F,Fusion Tech,131,104,107,84,33,16,123,117,2026-05-11,2026-05-15,No,Yes,30699.9,40422.37,2578791.6
2026-06-02,Jun-2026,SKU-127,Lubrication Kit 1,Consumables,Central,Central Industrial Works,SUP-A,Alpha Components,226,242,519,475,121,20,246,246,2026-06-13,2026-06-13,Yes,No,5354.33,8004.64,2543304.76
2026-02-06,Feb-2026,SKU-124,Smart Drive 2,Premium Equipment,South,Southern Automation,SUP-A,Alpha Components,62,74,139,132,28,16,57,57,2026-02-15,2026-02-15,Yes,No,67531.97,92791.04,8914220.7
2026-02-01,Feb-2026,SKU-108,Power Module 2,Critical Components,West,Gujarat Process Systems,SUP-F,Fusion Tech,74,74,129,112,23,20,85,85,2026-02-06,2026-02-17,No,No,21091.44,27244.89,2362241.34
2026-03-30,Mar-2026,SKU-118,CNC Control Unit 2,Premium Equipment,South,TechFab Systems,SUP-C,Crest Global,69,77,153,140,29,27,79,79,2026-04-10,2026-04-18,No,No,65302.5,98267.51,9142349.59
2026-01-10,Jan-2026,SKU-111,Drive Belt 1,Standard Components,North,Delhi Industrial Systems,SUP-E,Everest Components,103,107,153,134,29,18,102,102,2026-01-15,2026-01-15,Yes,No,9815.78,13292.25,1315314.79
2026-08-14,Aug-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,South,Kaveri Engineering,SUP-H,Horizon Parts,50,59,103,98,22,16,43,43,2026-08-23,2026-08-23,Yes,No,116588.66,169375.2,11425689.09
2026-01-20,Jan-2026,SKU-128,Lubrication Kit 2,Consumables,South,TechFab Systems,SUP-E,Everest Components,261,274,622,571,137,19,276,276,2026-01-29,2026-01-29,Yes,No,1661.16,2570.05,948520.14
2026-04-03,Apr-2026,SKU-112,Drive Belt 2,Standard Components,East,Bengal Engineering,SUP-F,Fusion Tech,153,156,199,169,43,22,157,157,2026-04-15,2026-04-15,Yes,No,9734.32,12456.62,1645100.06
2026-03-04,Mar-2026,SKU-128,Lubrication Kit 2,Consumables,South,Southern Automation,SUP-C,Crest Global,228,276,607,573,138,26,252,252,2026-03-16,2026-03-16,Yes,No,1141.33,1410.57,653980.77
2026-03-09,Mar-2026,SKU-109,Bearing Assembly 1,Standard Components,South,Deccan Industries,SUP-H,Horizon Parts,169,150,233,195,42,15,190,190,2026-03-18,2026-03-18,Yes,No,5643.9,8165.23,1100561.01
2026-03-22,Mar-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,South,Deccan Industries,SUP-B,Bharat Industrial,55,52,42,32,19,20,53,53,2026-03-27,2026-04-05,No,Yes,86183.28,132836.59,2757864.81
2026-04-03,Apr-2026,SKU-102,Servo Controller 2,Critical Components,South,Southern Automation,SUP-F,Fusion Tech,100,112,96,76,35,28,120,120,2026-04-15,2026-04-21,No,Yes,34823.29,51649.51,2646569.96
2026-02-18,Feb-2026,SKU-109,Bearing Assembly 1,Standard Components,Central,Narmada Systems,SUP-D,Delta Engineering,235,240,357,313,67,22,229,229,2026-02-28,2026-02-28,Yes,No,5230.64,6382.71,1637188.83
2026-04-26,Apr-2026,SKU-105,Industrial Sensor 1,Critical Components,South,TechFab Systems,SUP-B,Bharat Industrial,109,107,138,113,34,13,125,125,2026-05-08,2026-05-13,No,No,26922.83,41137.54,3042279.9
2026-01-15,Jan-2026,SKU-103,Precision Gearbox 1,Critical Components,North,Apex Engineering,SUP-G,Global Motion,115,85,94,72,27,21,114,114,2026-01-21,2026-01-21,Yes,Yes,27734.83,34885.19,1996907.75
2026-03-08,Mar-2026,SKU-108,Power Module 2,Critical Components,South,Kaveri Engineering,SUP-E,Everest Components,121,98,87,63,31,18,137,121,2026-03-18,2026-03-18,No,Yes,49059.4,68535.0,3090742.39
2026-02-15,Feb-2026,SKU-125,Filter Cartridge 1,Consumables,East,Eastern Process Tech,SUP-A,Alpha Components,210,228,480,439,114,10,235,235,2026-02-24,2026-02-24,Yes,No,2128.77,2924.54,934531.76
2026-03-03,Mar-2026,SKU-102,Servo Controller 2,Critical Components,Central,Vindhya Engineering,SUP-A,Alpha Components,100,92,75,53,29,19,113,113,2026-03-12,2026-03-12,Yes,Yes,31350.61,40939.83,1661582.54
2026-05-08,May-2026,SKU-117,CNC Control Unit 1,Premium Equipment,East,Prime Industrial,SUP-G,Global Motion,41,39,61,48,14,17,66,66,2026-05-20,2026-05-20,Yes,No,108888.42,154677.59,5226643.92
2026-04-08,Apr-2026,SKU-126,Filter Cartridge 2,Consumables,North,Horizon Machines,SUP-D,Delta Engineering,264,278,592,543,139,28,267,267,2026-04-15,2026-04-15,Yes,No,2426.68,3225.83,1317684.73
2026-07-26,Jul-2026,SKU-114,Valve Kit 2,Standard Components,South,Kaveri Engineering,SUP-H,Horizon Parts,126,127,172,143,35,17,147,147,2026-08-07,2026-08-07,Yes,No,12155.97,16757.74,1738303.21
2026-02-13,Feb-2026,SKU-101,Servo Controller 1,Critical Components,West,Gujarat Process Systems,SUP-C,Crest Global,175,167,173,136,53,29,185,185,2026-02-18,2026-02-23,No,Yes,45723.14,65828.36,6218346.69
2026-06-04,Jun-2026,SKU-114,Valve Kit 2,Standard Components,East,Prime Industrial,SUP-G,Global Motion,151,141,200,167,39,17,165,165,2026-06-12,2026-06-12,Yes,No,11377.3,16400.52,1900009.07
2026-01-12,Jan-2026,SKU-102,Servo Controller 2,Critical Components,East,Orion Industries,SUP-C,Crest Global,124,116,101,73,37,35,145,140,2026-01-18,2026-01-18,No,Yes,44702.53,60634.2,3263284.44
2026-04-14,Apr-2026,SKU-110,Bearing Assembly 2,Standard Components,East,Prime Industrial,SUP-D,Delta Engineering,151,168,229,202,47,20,162,162,2026-04-24,2026-04-24,Yes,No,4408.24,6682.41,890463.72
2026-03-19,Mar-2026,SKU-103,Precision Gearbox 1,Critical Components,South,Kaveri Engineering,SUP-C,Crest Global,157,100,114,82,32,27,170,164,2026-03-28,2026-03-28,No,Yes,42279.39,64252.46,3466909.91
2026-04-01,Apr-2026,SKU-105,Industrial Sensor 1,Critical Components,South,Kaveri Engineering,SUP-A,Alpha Components,111,93,122,96,29,17,132,132,2026-04-10,2026-04-10,Yes,No,40837.97,52432.74,3920444.76
2026-01-26,Jan-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,North,NorthStar Automation,SUP-F,Fusion Tech,68,54,69,56,20,25,67,67,2026-02-02,2026-02-07,No,No,122086.39,156656.33,6836837.78
2026-01-23,Jan-2026,SKU-116,Connector Set 2,Standard Components,Central,Vindhya Engineering,SUP-H,Horizon Parts,197,207,302,267,57,18,194,194,2026-01-28,2026-01-28,Yes,No,6877.46,8988.69,1836281.03
2026-02-05,Feb-2026,SKU-116,Connector Set 2,Standard Components,West,Metro Automation,SUP-A,Alpha Components,165,167,247,215,46,10,160,160,2026-02-11,2026-02-11,Yes,No,11748.73,17617.33,2525977.07
2026-04-11,Apr-2026,SKU-110,Bearing Assembly 2,Standard Components,Central,Narmada Systems,SUP-G,Global Motion,130,121,179,155,33,19,122,122,2026-04-17,2026-04-17,Yes,No,3302.25,5117.85,511848.14
2026-05-28,May-2026,SKU-107,Power Module 1,Critical Components,South,TechFab Systems,SUP-H,Horizon Parts,111,87,101,81,27,17,101,101,2026-06-09,2026-06-09,Yes,Yes,34974.45,51979.09,2832930.33
2026-08-24,Aug-2026,SKU-125,Filter Cartridge 1,Consumables,South,TechFab Systems,SUP-H,Horizon Parts,180,193,418,384,96,18,192,192,2026-09-04,2026-09-04,Yes,No,2342.17,3612.37,899395.05
2026-06-07,Jun-2026,SKU-118,CNC Control Unit 2,Premium Equipment,West,Metro Automation,SUP-E,Everest Components,65,65,97,83,24,20,71,71,2026-06-19,2026-06-19,Yes,No,68317.83,100206.68,5670379.71
2026-06-11,Jun-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,North,NorthStar Automation,SUP-E,Everest Components,77,84,128,113,31,22,89,89,2026-06-17,2026-06-17,Yes,No,170682.46,213166.07,19287117.6
2026-08-07,Aug-2026,SKU-103,Precision Gearbox 1,Critical Components,North,NorthStar Automation,SUP-E,Everest Components,90,94,112,95,30,19,104,91,2026-08-16,2026-08-16,No,No,62677.41,84296.63,5954354.13
2026-06-16,Jun-2026,SKU-118,CNC Control Unit 2,Premium Equipment,East,Eastern Process Tech,SUP-H,Horizon Parts,74,74,118,105,28,16,67,67,2026-06-28,2026-06-28,Yes,No,115785.82,174180.72,12157511.46
2026-06-21,Jun-2026,SKU-131,Coolant Module 1,Consumables,South,TechFab Systems,SUP-D,Delta Engineering,256,223,458,408,111,22,252,252,2026-06-27,2026-06-27,Yes,No,5465.69,7169.62,2230002.46
2026-01-11,Jan-2026,SKU-111,Drive Belt 1,Standard Components,Central,CoreTech Manufacturing,SUP-E,Everest Components,140,178,236,217,49,17,157,157,2026-01-19,2026-01-19,Yes,No,8468.3,13083.75,1837621.69
2026-08-29,Aug-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,South,Southern Automation,SUP-D,Delta Engineering,44,42,58,49,15,20,47,47,2026-09-08,2026-09-08,Yes,No,61925.15,91834.95,3034332.54
2026-06-03,Jun-2026,SKU-112,Drive Belt 2,Standard Components,South,Kaveri Engineering,SUP-F,Fusion Tech,176,196,300,267,54,24,196,196,2026-06-15,2026-06-15,Yes,No,4989.24,6790.85,1332127.88
2026-08-26,Aug-2026,SKU-110,Bearing Assembly 2,Standard Components,South,Kaveri Engineering,SUP-C,Crest Global,165,159,201,169,44,26,177,163,2026-09-05,2026-09-09,No,No,4264.49,5981.48,720698.67
2026-06-23,Jun-2026,SKU-106,Industrial Sensor 2,Critical Components,South,Deccan Industries,SUP-H,Horizon Parts,130,108,124,97,34,18,150,139,2026-06-28,2026-06-28,No,Yes,35168.69,52477.65,3411363.0
2026-05-03,May-2026,SKU-109,Bearing Assembly 1,Standard Components,North,Apex Engineering,SUP-G,Global Motion,181,184,237,200,51,19,194,194,2026-05-14,2026-05-14,Yes,No,9314.09,11675.55,1862818.13
2026-03-21,Mar-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,South,Deccan Industries,SUP-D,Delta Engineering,54,51,58,48,19,18,50,50,2026-04-01,2026-04-01,Yes,No,100264.48,149909.22,4812695.17
2026-06-20,Jun-2026,SKU-104,Precision Gearbox 2,Critical Components,South,Southern Automation,SUP-C,Crest Global,119,103,133,111,32,33,116,112,2026-06-26,2026-07-03,No,No,21468.58,28018.96,2383012.43
2026-03-10,Mar-2026,SKU-106,Industrial Sensor 2,Critical Components,North,Apex Engineering,SUP-G,Global Motion,158,136,141,107,43,19,181,173,2026-03-21,2026-03-31,No,Yes,20408.0,30419.61,2183655.7
2026-08-11,Aug-2026,SKU-126,Filter Cartridge 2,Consumables,East,Bengal Engineering,SUP-D,Delta Engineering,236,264,563,526,132,19,255,231,2026-08-22,2026-08-22,No,No,1129.97,1430.22,594366.46
2026-01-23,Jan-2026,SKU-109,Bearing Assembly 1,Standard Components,Central,Central Industrial Works,SUP-G,Global Motion,170,178,233,200,49,18,178,178,2026-02-03,2026-02-03,Yes,No,13709.6,17583.41,2741919.25
2026-03-13,Mar-2026,SKU-108,Power Module 2,Critical Components,West,Metro Automation,SUP-D,Delta Engineering,108,96,87,67,30,23,102,102,2026-03-25,2026-03-25,Yes,Yes,18702.68,23235.22,1253079.23
2026-05-31,May-2026,SKU-115,Connector Set 1,Standard Components,West,Vertex Engineering,SUP-C,Crest Global,180,154,201,163,43,30,195,192,2026-06-07,2026-06-07,No,No,7802.6,10980.84,1271823.28
2026-08-09,Aug-2026,SKU-111,Drive Belt 1,Standard Components,Central,CoreTech Manufacturing,SUP-C,Crest Global,178,165,252,212,46,26,201,201,2026-08-17,2026-08-29,No,No,11317.56,14229.32,2399321.69
2026-08-19,Aug-2026,SKU-108,Power Module 2,Critical Components,North,Delhi Industrial Systems,SUP-C,Crest Global,95,82,83,60,26,30,115,115,2026-08-29,2026-08-29,Yes,Yes,34342.84,49154.97,2060570.43
2026-04-14,Apr-2026,SKU-111,Drive Belt 1,Standard Components,West,Metro Automation,SUP-A,Alpha Components,194,213,310,276,59,17,201,201,2026-04-22,2026-04-22,Yes,No,4553.64,6644.67,1256805.16
2026-03-01,Mar-2026,SKU-110,Bearing Assembly 2,Standard Components,North,Horizon Machines,SUP-B,Bharat Industrial,172,171,230,192,47,20,191,191,2026-03-13,2026-03-23,No,No,12051.65,15959.15,2313916.97
2026-04-03,Apr-2026,SKU-105,Industrial Sensor 1,Critical Components,East,Bengal Engineering,SUP-C,Crest Global,88,80,95,77,25,30,91,90,2026-04-15,2026-04-15,No,No,51392.75,73772.69,3957241.6
2026-08-13,Aug-2026,SKU-128,Lubrication Kit 2,Consumables,North,Delhi Industrial Systems,SUP-F,Fusion Tech,240,251,514,471,125,23,230,230,2026-08-23,2026-08-23,Yes,No,1486.92,2287.06,700338.6
2026-06-14,Jun-2026,SKU-117,CNC Control Unit 1,Premium Equipment,Central,Vindhya Engineering,SUP-H,Horizon Parts,61,76,88,83,28,21,53,53,2026-06-22,2026-06-22,Yes,No,108344.9,165061.94,8992626.45
2026-05-24,May-2026,SKU-123,Smart Drive 1,Premium Equipment,North,Apex Engineering,SUP-H,Horizon Parts,61,62,95,84,23,20,59,59,2026-06-02,2026-06-02,Yes,No,75020.72,102167.8,6301740.56
2026-08-20,Aug-2026,SKU-114,Valve Kit 2,Standard Components,East,Orion Industries,SUP-B,Bharat Industrial,177,205,308,284,57,16,168,168,2026-08-30,2026-08-30,Yes,No,3820.47,4983.64,1085013.39
2026-02-06,Feb-2026,SKU-109,Bearing Assembly 1,Standard Components,South,Southern Automation,SUP-D,Delta Engineering,169,165,268,235,46,11,167,167,2026-02-16,2026-02-16,Yes,No,8582.89,12367.86,2016979.56
2026-06-28,Jun-2026,SKU-110,Bearing Assembly 2,Standard Components,Central,CoreTech Manufacturing,SUP-D,Delta Engineering,192,191,282,241,53,20,209,209,2026-07-05,2026-07-05,Yes,No,12441.39,16805.96,2998375.29
2026-02-05,Feb-2026,SKU-128,Lubrication Kit 2,Consumables,West,Metro Automation,SUP-G,Global Motion,263,253,527,474,126,18,266,266,2026-02-14,2026-02-14,Yes,No,1268.07,1710.65,601067.05
2026-06-02,Jun-2026,SKU-130,Seal Pack 2,Consumables,North,Horizon Machines,SUP-E,Everest Components,243,237,499,447,118,20,264,264,2026-06-09,2026-06-09,Yes,No,3555.84,4685.13,1589459.64
2026-02-04,Feb-2026,SKU-123,Smart Drive 1,Premium Equipment,North,Apex Engineering,SUP-G,Global Motion,33,25,54,48,9,16,30,30,2026-02-11,2026-02-11,Yes,No,142039.27,210466.75,6817884.81
2026-05-26,May-2026,SKU-104,Precision Gearbox 2,Critical Components,South,Southern Automation,SUP-H,Horizon Parts,97,71,120,103,22,18,90,88,2026-06-04,2026-06-04,No,No,37015.82,52437.3,3812629.34
2026-01-16,Jan-2026,SKU-107,Power Module 1,Critical Components,North,Horizon Machines,SUP-F,Fusion Tech,122,94,65,39,30,22,140,132,2026-01-23,2026-01-23,No,Yes,28389.31,43716.47,1107182.95
2026-01-10,Jan-2026,SKU-117,CNC Control Unit 1,Premium Equipment,Central,CoreTech Manufacturing,SUP-A,Alpha Components,51,43,82,73,16,18,45,45,2026-01-19,2026-01-19,Yes,No,166609.2,241888.4,12162471.28
2026-07-01,Jul-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,West,Vertex Engineering,SUP-C,Crest Global,74,78,135,120,29,25,84,84,2026-07-07,2026-07-07,Yes,No,129051.78,158223.43,15486213.32
